Employee_ID,Hire_Date,Age,Gender,Marital_Status,Region,Education_Level,Department,Employment_Type,Shift,Tenure_Years,Monthly_Salary_PHP,Performance_Score,Performance_Rating,Training_Hours_YTD,Absences_YTD,Overtime_Hours_Monthly,Distance_Office_KM,Job_Satisfaction_Score,Work_Life_Balance_Score,Num_Promotions,Prev_Companies,Attrition
EMP02188,2010-03-27,58,Male,Widowed,NCR,Bachelor,Operations,Project-based,Morning,10.2,29000,,Exceeds Expectations,33,8,25,14,6.3,5.6,2,2,0
EMP05914,2015-01-05,37,Female,Married,Region IV-A,Bachelor,Operations,Regular,Morning,10.7,33500,1,Needs Improvement,22,24,28,49,3.1,4.6,0,1,1
EMP05081,2010-09-30,50,Male,Widowed,Region III,Vocational,IT,Regular,Graveyard,24.1,59500,2.9,Meets Expectations,26,11,2,57,4.8,4,6,1,0
EMP04543,2014-09-04,33,Female,Single,Region I,High School,Operations,Regular,Afternoon,10.8,23500,4.1,Exceeds Expectations,41,7,23,168,3.8,4.7,3,1,0
EMP01135,2010-06-17,54,Female,Separated,NCR,High School,Customer Service,Contractual,Morning,12.4,25500,3,Meets Expectations,37,16,16,9,1.7,3.1,2,3,1
EMP03703,2014-12-22,41,Female,Married,Region XI,Master,Operations,Regular,Night,13.5,50500,3.6,Exceeds Expectations,38,16,41,330,2.4,2.7,3,1,1
EMP04426,2020-12-12,55,Male,Widowed,Region VII,Master,IT,Regular,Graveyard,28.3,82500,3.1,Meets Expectations,,9,13,277,6.6,,6,6,0
EMP03315,2020-10-30,43,Male,Single,NCR,Bachelor,Compliance,Regular,Graveyard,18.6,1500,2.9,Meets Expectations,32,10,22,14,3.4,5.8,3,1,0
EMP01185,2010-07-05,58,Female,Married,Region III,Bachelor,Sales,Regular,Afternoon,19.5,32000,4.1,Exceeds Expectations,63,12,18,80,5.2,3.7,5,1,0
EMP05478,2016-08-03,39,Female,Single,Region VII,PhD,Sales,Regular,Night,9.9,57000,1.4,Needs Improvement,30,30,15,306,1,5.7,0,1,1
EMP04366,2009-12-04,34,Female,Single,Region IV-A,Bachelor,IT,Regular,Night,17.1,56000,3.1,Meets Expectations,46,13,5,25,,7.6,3,3,0
EMP01512,2021-08-06,42,Female,Single,NCR,Bachelor,Sales,Contractual,Night,6.7,32000,4.3,Exceeds Expectations,44,7,28,6,6.4,6.6,1,2,1
EMP03134,2015-11-19,32,Male,Single,NCR,Vocational,Finance,Regular,Afternoon,19.3,47000,3.2,Meets Expectations,34,9,23,12,3.4,6.2,4,0,0
EMP01063,2009-07-23,44,Female,Married,Region VII,Bachelor,Customer Service,Regular,Night,19.4,41500,4.3,Exceeds Expectations,55,11,26,179,4,4,5,0,1
EMP04922,2016-12-28,35,Male,Single,Region IV-A,High School,Sales,Regular,Morning,7.9,23500,2.6,Meets Expectations,39,14,26,34,1,5.2,1,2,1
EMP03708,2016-03-29,43,Female,Married,Region IV-A,Master,Sales,Regular,Afternoon,12.2,41000,4.3,Exceeds Expectations,51,11,16,20,3,7.2,3,0,0
EMP04765,2009-03-23,31,Male,Single,NCR,Master,Finance,Project-based,Morning,5.2,50500,4.5,Exceeds Expectations,55,6,26,10,5.9,3.6,1,3,1
EMP05771,2008-05-26,49,Female,Single,NCR,Master,Operations,Contractual,Morning,10.6,47500,3.3,Meets Expectations,26,9,36,11,4.4,2.4,2,0,0
EMP04866,2014-02-06,55,Female,Married,Region VII,Bachelor,Sales,Regular,Morning,17.8,37000,3.5,Exceeds Expectations,33,10,0,245,,5.4,4,0,0
EMP01252,2013-06-13,31,Female,Single,Region I,Bachelor,Sales,Regular,Afternoon,6.2,36500,1.4,Needs Improvement,20,15,0,107,1.4,6.2,0,7,1
EMP01995,2013-12-07,58,Male,Separated,NCR,Master,Sales,Project-based,Afternoon,8.7,48000,2.8,Meets Expectations,38,11,13,12,4.1,2.8,1,2,1
EMP04791,2009-07-07,36,Female,Single,Region III,Bachelor,Operations,Regular,Morning,9.6,32000,3.1,Meets Expectations,25,14,19,28,3.5,3.3,2,3,1
EMP01804,2023-11-12,54,Female,Married,Region IV-A,Master,HR,Regular,Morning,27.6,59000,3.7,Exceeds Expectations,35,8,9,49,6.6,6.7,6,1,0
EMP03643,2011-01-04,51,Female,Married,Region VII,Master,Marketing,Regular,Morning,26.2,72000,3,Meets Expectations,42,17,20,211,,6.2,5,2,0
EMP05530,2019-07-23,51,Female,Single,Region XI,Bachelor,Operations,Regular,Graveyard,18.3,40000,3,Meets Expectations,43,10,19,437,5.7,3.6,3,1,0
EMP01123,2013-11-22,42,Male,Married,Region I,Master,Sales,Regular,Graveyard,14.5,50000,3.5,Exceeds Expectations,31,11,10,221,,1.8,3,0,1
EMP05887,2008-01-23,58,Female,Widowed,NCR,Bachelor,Sales,Project-based,Morning,8,32500,2.9,Meets Expectations,33,13,17,10,3.4,7.4,1,2,1
EMP04636,2020-04-10,49,Female,Married,Region XI,Master,Finance,Regular,Afternoon,29.6,63000,2.5,Meets Expectations,38,11,32,176,1.6,2.7,5,4,0
EMP05258,2019-02-16,35,Male,Single,Region VII,Master,Finance,Regular,Morning,14.8,68500,1,Needs Improvement,23,14,28,276,2.2,2.9,1,0,1
EMP03458,2021-04-25,25,Male,Separated,Region IV-A,Bachelor,IT,Regular,Graveyard,5,39500,3.1,Meets Expectations,,12,10,31,3.3,3.2,1,0,0
EMP01568,2018-06-06,54,Female,Single,Region III,Bachelor,Finance,Regular,Afternoon,30,62500,4.8,Outstanding,40,8,35,78,4.8,6.5,8,0,0
EMP03169,2018-02-02,38,Male,Single,Region III,Bachelor,IT,Contractual,Morning,10.1,52000,4.9,Outstanding,56,13,26,65,1.6,3.9,3,1,1
EMP04946,2011-05-18,58,Female,Single,Region IV-A,Master,Operations,Project-based,Night,9.7,40500,3.4,Meets Expectations,26,8,29,54,2.3,5.8,2,0,1
EMP02437,2022-05-23,55,Female,Single,Region XI,Bachelor,Sales,Contractual,Afternoon,9.6,32500,,Exceeds Expectations,49,10,12,176,6.6,5.8,2,0,1
EMP02610,2023-10-05,58,Male,Single,Region IV-A,Bachelor,HR,Regular,Afternoon,30,49000,4.6,Outstanding,41,9,0,18,3.2,8.9,8,0,0
EMP01897,2021-05-20,58,Female,Married,Region III,High School,Sales,Contractual,Night,12.5,22500,2.8,Meets Expectations,40,12,7,39,,2.8,2,0,0
EMP02787,2008-11-04,58,Female,Married,NCR,Master,IT,Regular,Night,30,84000,3.2,Meets Expectations,44,13,18,8,1.1,4.2,6,1,0
EMP02026,2017-10-26,45,Male,Separated,NCR,Bachelor,Finance,Regular,Night,27.9,65500,2.5,Meets Expectations,30,17,18,8,2.9,5.1,4,1,0
EMP05904,2014-08-22,58,Female,Separated,NCR,Vocational,Sales,Regular,Morning,20.9,41000,3.1,Meets Expectations,24,14,6,8,5.4,3.7,5,1,0
EMP01813,2018-11-04,55,Female,Single,NCR,Vocational,Operations,Contractual,Morning,10.9,27500,4,Exceeds Expectations,63,13,26,4,6.3,8.5,2,1,1
EMP01721,2016-07-02,37,Male,Married,NCR,Bachelor,Customer Service,Regular,Graveyard,14.7,32000,3.5,Meets Expectations,44,10,22,10,3.1,4.9,4,0,0
EMP03750,2012-08-09,51,Female,Married,Region IV-A,Bachelor,IT,Regular,Afternoon,29.3,59500,4.3,Exceeds Expectations,49,7,17,36,5.6,5.1,8,3,0
EMP04493,2009-03-15,58,Female,Single,Region IV-A,Bachelor,Customer Service,Regular,Graveyard,27.8,43000,4,Exceeds Expectations,55,8,29,50,5.1,5.8,7,8,0
EMP03232,2019-01-30,58,Female,Single,Region III,PhD,Operations,Contractual,Afternoon,11.2,60000,2.9,Meets Expectations,37,21,19,45,3.5,6.8,3,2,1
EMP04536,2017-11-24,57,Male,Widowed,Region IV-A,Bachelor,Operations,Regular,Morning,22.2,40500,5,Outstanding,53,6,30,43,7.8,6.3,8,0,0
EMP01603,2016-08-11,32,Male,Married,Region IV-A,Bachelor,Operations,Regular,Graveyard,7,,3.8,Exceeds Expectations,,8,25,33,,2.9,2,0,1
EMP04827,2022-06-04,33,Female,Married,Region IV-A,Bachelor,Finance,Contractual,Night,7.5,49000,3.8,Exceeds Expectations,62,11,23,37,4.1,5.6,2,5,1
EMP04276,2016-03-09,58,Female,Married,NCR,Bachelor,Customer Service,Contractual,Morning,14.6,33500,3.2,Meets Expectations,38,9,26,9,1,5.3,3,1,1
EMP04127,2023-03-09,37,Male,Married,NCR,Vocational,IT,Contractual,Morning,9.5,36500,3,Meets Expectations,25,15,9,10,2.7,6.8,2,3,1
EMP04504,2017-03-05,42,Female,Married,CAR,High School,Operations,Regular,Night,18.9,35500,2.6,Meets Expectations,43,11,24,346,2.8,,3,1,0
EMP01319,2020-02-28,35,Male,Married,NCR,Bachelor,Operations,Contractual,Morning,6.5,30000,1,Needs Improvement,7,13,14,12,1,5.7,0,0,1
EMP05747,2012-09-11,46,Female,Married,Region III,Bachelor,Operations,Project-based,Morning,6.7,34500,5,Outstanding,39,6,33,46,6.3,4.2,2,2,1
EMP03312,2013-12-08,51,Female,Separated,NCR,Bachelor,Customer Service,Regular,Night,28.9,41500,4.4,Exceeds Expectations,33,11,36,12,6,4.4,8,0,0
EMP01275,2012-04-07,33,Female,Single,Region III,Master,Finance,Regular,Night,18.5,71500,1.3,Needs Improvement,25,15,23,34,2.2,6.2,1,1,1
EMP02893,2009-09-24,42,Female,Single,Region III,Vocational,Marketing,Regular,Graveyard,21.1,48000,4.5,Exceeds Expectations,,11,16,70,,3.9,7,0,0
EMP01550,2022-11-30,58,Male,Widowed,Region IV-A,Vocational,Marketing,Contractual,Graveyard,14.2,42500,2.8,Meets Expectations,,11,5,37,5.4,5.4,2,2,1
EMP05092,2023-04-28,58,Male,Single,Region I,Bachelor,Sales,Contractual,Afternoon,9.8,36500,1.2,Needs Improvement,27,18,13,102,1,8.8,0,0,1
EMP01839,2014-04-09,37,Female,Single,Region VII,Bachelor,HR,Project-based,Night,7.2,29500,3.5,Exceeds Expectations,43,11,17,132,3.4,7.6,2,1,1
EMP05918,2009-01-10,32,Male,Married,NCR,Bachelor,Sales,Regular,Graveyard,8.4,28500,3.6,Exceeds Expectations,44,9,24,5,4.7,,2,0,1
EMP05732,2018-04-06,58,Female,Single,NCR,Vocational,Operations,Regular,Morning,22,38000,3.7,Exceeds Expectations,40,8,21,11,2.4,4.8,5,0,0
EMP01606,2013-06-21,52,Female,Married,Region VII,Vocational,Finance,Regular,Night,30,59000,3.1,Meets Expectations,39,9,10,339,3,5.7,6,1,0
EMP05482,2021-08-28,31,Male,Single,NCR,Bachelor,Finance,Regular,Morning,10.7,44000,3,Meets Expectations,52,10,20,6,2.2,3.6,2,1,0
EMP01528,2016-03-02,33,Male,Single,CAR,High School,Sales,Contractual,Graveyard,4.4,23500,3.6,Exceeds Expectations,42,8,13,241,4.2,,1,0,1
EMP04095,2010-02-20,46,Female,Single,NCR,Master,Operations,Regular,Morning,15.2,49500,3.4,Meets Expectations,42,16,21,6,4.5,1,3,1,1
EMP03379,2019-02-26,37,Female,Married,Region XI,Bachelor,Finance,Project-based,Graveyard,6.7,48500,3.2,Meets Expectations,48,11,18,191,5.6,3.6,1,2,1
EMP05151,2011-07-31,36,Female,Married,Region XI,Bachelor,Operations,Regular,Night,9.4,35500,1.4,Needs Improvement,34,16,23,389,3,2.7,1,4,1
EMP04823,2021-02-25,58,Male,Married,NCR,PhD,Marketing,Regular,Graveyard,30,83500,4.4,Exceeds Expectations,51,7,33,14,5.3,1,8,2,0
EMP05851,2010-04-07,44,Female,Single,Region III,Master,Compliance,Regular,Graveyard,20.9,63000,3.6,Exceeds Expectations,73,9,19,74,5.9,1.7,5,4,0
EMP02850,2011-05-16,54,Male,Married,NCR,PhD,IT,Regular,Afternoon,30,101500,3.6,Exceeds Expectations,14,9,15,,3.4,4,7,1,0
EMP01299,2016-12-29,30,Female,Single,NCR,High School,IT,Contractual,Graveyard,7.3,43500,3,Meets Expectations,38,12,6,6,2.4,1,1,0,1
EMP04983,2010-12-29,43,Female,Single,NCR,Bachelor,Operations,Regular,Night,14.8,40500,1,Needs Improvement,25,21,11,7,1,4.1,1,0,1
EMP04460,2015-01-09,40,Male,Single,NCR,Bachelor,IT,Regular,Night,17.6,61000,4.5,Exceeds Expectations,30,8,25,8,4.1,6.8,5,1,0
EMP04027,2009-05-10,48,Female,Married,NCR,High School,Customer Service,Regular,Night,21.2,,4.1,Exceeds Expectations,35,10,17,14,5.3,7.1,5,1,1
EMP05202,2009-05-02,58,Female,Married,Region XI,Master,Operations,Regular,Morning,24.7,58000,3.6,Exceeds Expectations,38,10,16,500,4.3,5.1,6,0,0
EMP05451,2020-05-19,30,Female,Separated,Region III,Master,Sales,Regular,Night,7.1,41000,1,Needs Improvement,22,14,9,43,2.7,6.1,0,5,1
EMP05883,2023-06-08,53,Male,Married,Region III,Bachelor,Marketing,Contractual,Morning,12,50500,1,Needs Improvement,15,13,8,69,4,4.8,1,1,1
EMP02596,2020-07-31,51,Male,Married,NCR,Master,HR,Regular,Graveyard,22.8,50500,2.7,Meets Expectations,28,11,22,6,,4.4,4,0,1
EMP05640,2015-04-17,58,Male,Married,Region IV-A,Bachelor,Marketing,Regular,Graveyard,27.6,61000,2.6,Meets Expectations,43,150,4,44,6.9,5.2,5,1,0
EMP02721,2017-10-17,58,Female,Single,CAR,Vocational,Operations,Regular,Afternoon,23.3,44500,4.1,Exceeds Expectations,44,9,25,210,6.2,5.5,6,0,0
EMP01757,2013-09-30,45,Female,Married,CAR,Vocational,IT,Contractual,Night,12.9,44000,4.5,Exceeds Expectations,61,9,10,,2.1,5.7,3,1,1
EMP03568,2014-06-14,58,Male,Single,Region IV-A,High School,Sales,Project-based,Morning,8.3,18500,,Exceeds Expectations,,7,4,22,6.9,1.4,2,0,1
EMP03857,2015-02-25,49,Male,Widowed,Region VII,Master,Operations,Regular,Night,17.5,52000,3.1,Meets Expectations,35,9,6,128,1.6,3.8,3,1,1
EMP05027,2023-05-22,52,Female,Single,Region XI,Bachelor,Sales,Regular,Graveyard,16.6,41000,4,Exceeds Expectations,37,8,5,271,5.5,5.2,4,0,0
EMP05117,2011-01-29,52,Female,Widowed,Region VII,Bachelor,Customer Service,Regular,Morning,24.1,41500,2.7,Meets Expectations,29,15,22,343,4.8,7.5,4,0,0
EMP05726,2011-05-20,58,Female,Married,Region XI,Master,Operations,Contractual,Morning,11,45500,4.6,Outstanding,49,9,23,307,4.2,5,3,1,1
EMP05103,2021-10-09,36,Male,Married,Region XI,Bachelor,HR,Regular,Morning,11.6,33500,3.8,Exceeds Expectations,32,10,18,500,4.9,4.9,2,1,0
EMP02878,2023-01-14,44,Male,Single,Region IV-A,Bachelor,Finance,Regular,Night,30,67000,3.3,Meets Expectations,40,9,23,48,4.7,6.2,7,0,0
EMP01377,2010-12-21,56,Female,Single,Region XI,Vocational,Customer Service,Contractual,Night,13.3,32500,2.7,Meets Expectations,42,10,27,239,5.6,4.2,2,1,1
EMP04828,2009-06-25,27,Male,Single,Region I,High School,Finance,Contractual,Night,3.8,28000,4.1,Exceeds Expectations,55,10,16,93,6.3,5.9,1,1,1
EMP02074,2018-03-14,36,Female,Married,Region III,High School,Operations,Contractual,Morning,5.9,21000,4,Exceeds Expectations,38,9,28,59,5.1,1,2,1,1
EMP05082,2008-12-15,43,Female,Single,Region IV-A,Master,Operations,Contractual,Morning,6.7,46500,3.3,Meets Expectations,43,9,31,40,4,6,1,0,1
EMP02756,2011-12-22,37,Female,Single,Region III,Bachelor,Marketing,Contractual,Morning,8.1,44500,2.7,Meets Expectations,46,12,14,36,4.7,3.9,1,1,1
EMP01379,2009-07-17,40,Female,Single,Region IV-A,Master,Marketing,Contractual,Afternoon,7.7,49500,5,Outstanding,40,-5,17,43,6.3,5.2,2,1,1
EMP04761,2012-03-25,42,Male,Single,Region VII,High School,Operations,Regular,Morning,14.6,36500,4.5,Exceeds Expectations,44,8,26,292,5,5,4,0,0
EMP04865,2017-08-18,58,Male,Single,Region IV-A,Bachelor,Operations,Contractual,Night,11,36000,4.5,Outstanding,41,12,27,57,,4.9,3,1,1
EMP02130,2018-08-04,53,Male,Separated,Region VII,Master,Sales,Regular,Night,17.8,46000,3.4,Meets Expectations,49,21,16,189,2.7,3.4,4,1,1
EMP05421,2019-04-06,44,Female,Single,Region IV-A,Master,Operations,Project-based,Graveyard,6,46500,2.9,Meets Expectations,30,9,29,28,2.5,2.6,1,4,1
EMP03946,2023-10-14,40,Male,Married,CAR,Bachelor,Operations,Regular,Graveyard,12.1,,3.7,Exceeds Expectations,40,10,28,427,4.8,2.6,3,1,1
EMP03195,2012-10-23,35,Female,Single,Region IV-A,Bachelor,Operations,Regular,Morning,10.6,35500,2.7,Meets Expectations,44,13,28,31,3.6,2.4,1,1,1
EMP02700,2018-04-24,31,Male,Married,Region III,Vocational,HR,Regular,Graveyard,9.1,17500,,Needs Improvement,,14,16,40,1,4.8,0,3,1
EMP04592,2023-12-15,29,Male,Married,Region VII,Bachelor,Operations,Regular,Night,6.1,31500,1.1,Needs Improvement,38,14,27,290,1,2.2,0,1,1
EMP03752,2018-12-18,48,Female,Married,NCR,Vocational,IT,Regular,Graveyard,22.4,59000,1.2,Needs Improvement,23,14,7,14,1,4.3,2,0,1
EMP03145,2022-04-19,58,Female,Separated,Region IV-A,Bachelor,Finance,Contractual,Graveyard,23.5,60500,2.6,Meets Expectations,60,11,0,22,4.6,5.5,4,1,1
EMP03303,2021-07-28,36,Male,Separated,Region I,Bachelor,Finance,Regular,Afternoon,16.1,53000,4.4,Exceeds Expectations,48,7,33,230,6.9,3.8,5,0,0
EMP02376,2015-05-11,39,Male,Married,Region III,Bachelor,Customer Service,Regular,Night,19.6,34000,3.5,Exceeds Expectations,38,9,38,65,3.3,2.9,4,2,1
EMP01795,2015-08-27,44,Female,Married,NCR,Vocational,Operations,Regular,Night,15.1,32500,1.5,Needs Improvement,38,12,27,8,2.9,1.5,2,0,1
EMP05422,2020-10-23,43,Female,Separated,CAR,Bachelor,Compliance,Regular,Night,17.9,53500,,Needs Improvement,29,14,10,316,4,5.2,1,2,1
EMP02667,2014-12-01,31,Male,Married,CAR,Bachelor,Operations,Contractual,Graveyard,3.3,35500,1.1,Needs Improvement,17,16,33,250,4.5,5.4,0,1,1
EMP03158,2009-07-04,35,Female,Single,CAR,High School,Sales,Contractual,Night,3.9,15000,1,Needs Improvement,18,18,14,338,3.4,4.6,0,5,1
EMP01176,2016-05-21,57,Female,Single,CAR,High School,Operations,Contractual,Morning,10.9,33500,4.1,Exceeds Expectations,43,10,29,357,6.3,6.2,3,0,0
EMP02053,2017-10-10,42,Female,Widowed,Region IV-A,Bachelor,Customer Service,Contractual,Night,10,40500,4.5,Exceeds Expectations,63,7,13,34,5.1,3.8,3,0,1
EMP03777,2015-09-23,58,Male,Separated,NCR,Vocational,Operations,Contractual,Afternoon,11.5,26500,2.5,Meets Expectations,35,12,26,9,4.9,4.3,1,1,1
EMP05164,2011-12-13,55,Male,Married,Region IV-A,High School,Sales,Regular,Morning,19.3,40500,,Needs Improvement,21,14,7,28,2.3,8.4,2,1,1
EMP01046,2015-09-18,54,Female,Married,NCR,Bachelor,IT,Regular,Graveyard,29,66500,2.9,Meets Expectations,40,10,9,4,1.3,3.6,5,1,1
EMP04044,2020-01-06,33,Female,Married,Region VII,Master,Sales,Regular,Graveyard,7.4,45500,4.5,Exceeds Expectations,61,13,19,206,8.1,2.2,2,0,1
EMP03306,2008-12-03,58,Female,Married,Region I,Bachelor,Sales,Regular,Afternoon,21.4,47000,2.5,Meets Expectations,20,14,16,277,4.7,6.7,3,2,0
EMP04873,2009-09-23,35,Female,Married,Region IV-A,Bachelor,Operations,Contractual,Night,6.5,35000,4.3,Exceeds Expectations,40,15,22,25,6.8,2.2,1,2,1
EMP05783,2019-04-16,57,Female,Single,NCR,Master,HR,Regular,Night,30,65000,2.8,Meets Expectations,43,12,33,11,4.1,6,5,0,0
EMP02540,2015-08-08,38,Female,Married,NCR,Bachelor,Finance,Contractual,Night,11.8,50000,1,Needs Improvement,25,23,23,9,3.4,4.8,1,1,1
EMP04825,2022-07-29,58,Female,Single,Region III,Bachelor,Operations,Contractual,Morning,11.2,38000,4.2,Exceeds Expectations,43,8,19,,4.7,6.3,3,1,0
EMP03390,2009-02-18,29,Female,Single,NCR,Bachelor,IT,Regular,Morning,11.5,57500,2.7,Meets Expectations,35,19,15,12,1,6.3,2,1,1
EMP04613,2016-04-11,49,Female,Married,NCR,Bachelor,Sales,Contractual,Night,8.5,30000,3.5,Exceeds Expectations,46,14,20,11,3.5,6,2,0,0
EMP04752,2014-05-23,36,Male,Single,NCR,Bachelor,Customer Service,Regular,Morning,19.1,37000,5,Outstanding,35,6,26,6,,4.8,6,4,0
EMP02719,2016-02-12,35,Male,Single,Region III,Bachelor,Compliance,Regular,Afternoon,12.3,44500,4.3,Exceeds Expectations,42,8,13,30,6.5,2.2,4,2,0
EMP05511,2010-03-15,28,Female,Single,Region VII,Master,Operations,Regular,Afternoon,11.8,41000,1.4,Needs Improvement,34,21,26,213,1,4.7,1,0,1
EMP03459,2015-07-18,42,Male,Married,Region III,Bachelor,Finance,Regular,Night,23.7,56000,4.7,Outstanding,33,8,20,34,4.5,5.7,7,0,0
EMP01284,2009-09-09,37,Female,Single,NCR,Master,Operations,Regular,Morning,13.4,48000,4.9,Outstanding,47,6,30,13,7.5,3.2,4,0,0
EMP02567,2015-05-24,35,Female,Single,Region VII,High School,IT,Regular,Night,13,46000,1.3,Needs Improvement,6,17,4,228,3.6,6.2,1,3,1
EMP02894,2014-08-20,41,Male,Widowed,Region IV-A,Bachelor,Operations,Contractual,Graveyard,8.5,30500,1,Needs Improvement,24,99,22,33,3.3,5.9,0,1,1
EMP03252,2010-10-23,48,Female,Married,Region IV-A,Master,Customer Service,Regular,Morning,24.2,54500,5,Outstanding,56,6,5,26,4.1,4.7,8,0,0
EMP05469,2010-03-31,38,Female,Single,Region IV-A,Bachelor,Customer Service,Regular,Night,14.4,39000,1.3,Needs Improvement,32,13,23,39,3.2,7.6,1,3,1
EMP05790,2014-07-10,58,Male,Single,Region III,Master,Sales,Contractual,Morning,11.6,43500,4.1,Exceeds Expectations,51,99,13,31,6.1,6,3,2,1
EMP02201,2023-07-15,58,Female,Married,NCR,Vocational,Marketing,Contractual,Morning,15.2,53000,2.8,Meets Expectations,38,11,23,6,6.1,3,3,0,0
EMP03100,2016-04-02,45,Female,Single,Region III,Bachelor,Sales,Regular,Afternoon,13.5,43000,4.7,Outstanding,50,6,18,80,4.5,4.5,5,1,0
EMP03058,2010-04-29,31,Male,Married,Region III,Bachelor,Sales,Project-based,Graveyard,3,30500,2.9,Meets Expectations,23,14,21,44,1.6,2.7,0,1,1
EMP03589,2023-01-09,50,Female,Separated,CAR,Master,Operations,Regular,Morning,20.3,55500,4.7,Outstanding,55,8,17,355,6.1,4.5,6,2,0
EMP02771,2011-05-21,58,Male,Married,NCR,High School,Finance,Contractual,Afternoon,18.1,52000,4.4,Exceeds Expectations,42,10,26,8,5.5,3.8,5,1,0
EMP05924,2015-05-16,58,Female,Single,CAR,Bachelor,Customer Service,Contractual,Graveyard,13.9,1500,1,Needs Improvement,0,19,15,214,3,1,1,1,1
EMP05855,2021-12-19,27,Female,Single,NCR,Bachelor,IT,Regular,Afternoon,6.9,54000,3.5,Meets Expectations,29,8,15,8,6.4,1,1,0,1
EMP02030,2017-09-09,56,Male,Separated,CAR,High School,Customer Service,Contractual,Night,13.7,32500,3.6,Exceeds Expectations,24,11,13,354,5.6,5.4,3,1,1
EMP02091,2021-12-18,50,Male,Single,NCR,Master,Customer Service,Regular,Night,21.7,58500,4.1,Exceeds Expectations,53,10,13,11,,4.4,6,1,0
EMP04575,2014-07-25,32,Female,Married,NCR,Bachelor,Customer Service,Regular,Graveyard,10.9,34000,4.6,Outstanding,50,9,29,5,5.1,3.5,3,0,0
EMP05583,2012-12-18,51,Male,Married,Region IV-A,Bachelor,Marketing,Contractual,Afternoon,11.4,47000,3.1,Meets Expectations,32,10,21,23,2.3,4.5,2,1,0
EMP05400,2022-12-26,58,Male,Single,Region IV-A,High School,Operations,Regular,Graveyard,25.2,35000,4,Exceeds Expectations,49,12,30,29,4.9,1.8,6,1,0
EMP05903,2018-03-30,29,Male,Married,Region VII,High School,Operations,Regular,Morning,7.7,24500,2.5,Meets Expectations,30,19,16,292,2.9,5.2,1,0,1
EMP03584,2021-10-22,51,Male,Married,Region I,Master,finance,Contractual,Night,15.3,66500,4.4,Exceeds Expectations,33,13,26,261,3.8,3.3,5,0,1
EMP01100,2015-04-10,44,Male,Married,Region XI,Vocational,Operationsn,Regular,Morning,18.2,31500,2.8,Meets Expectations,35,12,16,470,2.3,5,3,1,1
EMP03218,2014-09-23,58,Female,Married,NCR,Bachelor,Sales,Contractual,Night,9.7,31500,3.7,Exceeds Expectations,36,12,23,14,5.4,4.1,2,1,0
EMP02346,2009-09-08,33,Male,Single,NCR,Master,Sales,Regular,Night,9.2,36500,3,Meets Expectations,20,10,12,6,3.7,7.9,1,1,1
EMP05049,2018-02-21,41,Female,Single,Region IV-A,Master,Customer Service,Regular,Afternoon,19.3,53500,3.6,Exceeds Expectations,41,10,10,19,2.3,5.9,4,3,0
EMP02243,2020-09-10,42,Female,Single,NCR,Vocational,Marketing,Regular,Morning,17,43500,5,Outstanding,62,13,19,12,2.2,5.1,6,1,0
EMP01352,2015-02-04,58,Female,Married,CAR,Bachelor,Customer Service,Regular,Afternoon,30,47500,2.7,Meets Expectations,34,13,21,377,4.2,5,5,0,0
EMP03771,2008-01-25,52,Female,Married,Region IV-A,Bachelor,Operations,Contractual,Afternoon,10.4,41500,1.2,Needs Improvement,24,15,12,44,1,3.7,1,2,1
EMP03652,2022-07-16,30,Male,Married,NCR,Vocational,Sales,Regular,Afternoon,9.6,24500,1,Needs Improvement,24,15,28,14,2.6,,0,0,1
EMP02544,2010-02-17,38,Male,Widowed,Region III,Bachelor,Sales,Regular,Morning,10.3,36500,2.7,Meets Expectations,28,25,12,50,2.5,5.8,1,6,1
EMP02184,2021-03-27,32,Female,Single,NCR,Bachelor,Customer Service,Regular,Morning,9.3,27000,4.1,Exceeds Expectations,30,7,21,10,4.9,6,2,2,1
EMP01719,2009-02-15,51,Male,Widowed,NCR,High School,Operations,Regular,Night,20.4,32500,5,Outstanding,50,9,42,13,8.7,2.8,6,1,0
EMP04139,2013-03-16,55,Female,Married,NCR,Master,Finance,Regular,Afternoon,30,74500,3.4,Meets Expectations,40,11,23,12,5.5,5.5,6,3,0
EMP04947,2008-02-22,37,Female,Single,Region IV-A,High School,IT,Regular,Night,15.3,51500,1,Needs Improvement,,16,17,,1.9,,1,1,1
EMP02552,2023-05-28,47,Female,Single,Region III,Bachelor,HR,Regular,Afternoon,19.5,39000,3,Meets Expectations,28,13,8,63,3,7.6,3,1,0
EMP01309,2023-08-16,36,Female,Single,Region III,Master,Marketing,Contractual,Afternoon,6.2,56500,1.3,Needs Improvement,18,13,20,28,1,5.9,0,4,1
EMP02648,2017-07-05,34,Female,Married,Region XI,Bachelor,Customer Service,Regular,Morning,12.1,37500,1,Needs Improvement,14,17,18,230,1.7,,1,2,1
EMP01834,2018-12-08,50,Female,Single,NCR,Bachelor,Operations,Regular,Night,20.2,47000,1,Needs Improvement,29,17,18,5,2.9,3,1,1,1
EMP01367,2008-03-17,42,Female,Single,Region VI,Master,Compliance,Contractual,Graveyard,8.7,61500,3.4,Meets Expectations,54,9,15,,5,1.7,2,2,1
EMP04103,2014-01-29,43,Male,Married,Region III,Vocational,Customer Service,Regular,Night,17.4,31000,3.2,Meets Expectations,28,12,22,55,2.2,4.6,3,0,1
